f_id,f_ori_name,f_eng_name,sci_name,langual,foodexcode,mainlevelcode,codlevel1,namelevel1,codsublevel,codlevel2,namelevel2,f_des_esp,f_des_ing,photo,edible_portion,f_origen,ALC,ALC_unit,ENERC,ENERC_unit,FAT,FAT_unit,PROT,PROT_unit,WATER,WATER_unit,CHO,CHO_unit,FIBT,FIBT_unit,STARCH,STARCH_unit,SUCS,SUCS_unit,SUGAR,SUGAR_unit,CHORL,CHORL_unit,F12:0,F12:0_unit,F14:0,F14:0_unit,F16:0,F16:0_unit,F18:0,F18:0_unit,F18:1CN9,F18:1CN9_unit,F18:2,F18:2_unit,F18:3,F18:3_unit,F20:4N6,F20:4N6_unit,F20:5,F20:5_unit,F22:6N3,F22:6N3_unit,FAMS,FAMS_unit,FAPU,FAPU_unit,FASAT,FASAT_unit,FATRS,FATRS_unit,BIOT,BIOT_unit,FOL,FOL_unit,NIAEQ,NIAEQ_unit,PANTAC,PANTAC_unit,RIBF,RIBF_unit,THIA,THIA_unit,VITA,VITA_unit,VITB12,VITB12_unit,VITB6,VITB6_unit,VITC,VITC_unit,VITD,VITD_unit,VITE,VITE_unit,CA,CA_unit,CU,CU_unit,FE,FE_unit,ID,ID_unit,K,K_unit,MG,MG_unit,NA,NA_unit,P,P_unit,SE,SE_unit,ZN,ZN_unit
798,"Bígaro, hervido","Periwinkle, boiled",,A0267 A0460 A0634 A0717 A0727 A0752 A0801 B2925 C0243 E0150 F0014 G0014 H0367 J0003 K0003 M0003 N0003 P0024 R0212 R0495 Z0062 Z0112,,,,,,,,,,,0.840000,BEDCA,0,g,397.15,kJ,1.2,g,20.75,g,68.25,g,,g,0,g,,,,,,,105,mg,,,,,,,,,,,,,,,,,,,,,0.2,g,0.4,g,0.2,g,,,,,11,ug,1.85,mg,,,0.295,mg,0.17,mg,84,ug,27,ug,0.375,mg,,mg,,ug,3.9,mg,130,mg,,,11.6,mg,,,260,mg,305,mg,875,mg,200,mg,89.6,ug,2.2,mg
799,"Bogavante, hervido","Lobster, boiled",,A0267 A0460 A0634 A0717 A0727 A0750 A0801 B1505 C0265 E0150 F0014 G0014 H0367 J0001 K0003 M0003 N0001 P0024 R0212 R0495 Z0062 Z0112,,,,,,,,,,,0.600000,BEDCA,0,g,433.843,kJ,1.57143,g,22.1,g,74.3,g,,g,0,g,,,,,,g,110,mg,,,,,,,,,,,,,,,,,,,,,0.3,g,0.6,g,0.2,g,,,,,9,ug,1.5,mg,,,0,mg,0.08,mg,,ug,3,ug,0.08,mg,,mg,,ug,1.47,mg,62,mg,,,0.8,mg,140,ug,260,mg,34,mg,330,mg,260,mg,51.8,ug,2.5,mg
800,"Bonito del norte, al vapor","Albacore, steamed",,A0267 A0460 A0634 A0717 A0727 A0747 A0804 B1792 C0265 E0152 F0014 G0015 H0151 H0212 H0341 H0367 J0003 K0003 M0165 N0042 P0024 R0212 R0495 Z0058 Z0109,,,,,,,,,,,1.000000,BEDCA,0,g,683.9,kJ,4.7,g,30,g,64,g,0,g,0,g,,,,,,,54,mg,,,,,,,,,,,,,,,,,,,,,0.98,g,2,g,1.2,g,,,,,10,ug,11.2,mg,,,0.07,mg,0.2,mg,26,ug,3,ug,0.37,mg,,mg,3.5,ug,0.9,mg,9,mg,,,1.6,mg,,,277,mg,28,mg,43,mg,182,mg,65.7,ug,0.7,mg
801,"Bonito del norte, enlatado en aceite de soja","Albacore, canned, soybean oil",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1792 C0267 E0125 F0014 G0001 H0342 H0367 J0123 K0021 M0175 M0204 N0042 P0024 R0212 R0495 Z0058 Z0112,,,,,,,,,,,1.000000,BEDCA,0,g,858.2,kJ,8.4,g,32.2,g,57.8,g,0,g,0,g,,,,,,,33,mg,,,,,,,,,,,,,,,,,,,,,1.8,g,4.2,g,1.8,g,,,,,5,ug,8,mg,,,0.1,mg,0.1,mg,26,ug,5,ug,0.52,mg,,mg,3.1,ug,2,mg,10,mg,,,1.2,mg,,,267,mg,33,mg,347,mg,200,mg,60.1,ug,1.1,mg
802,"Bonito, enlatado en aceite, escurrido","Albacore, canned in oil, drained",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1792 C0268 E0122 F0014 G0001 H0200 H0229 H0341 H0367 J0123 K0040 M0175 M0204 N0042 P0024 R0212 R0495 Z0058 Z0112,,,,,,,,,,,1.000000,BEDCA,0,g,851.708,kJ,4.73,g,26.23,g,59.5,g,0,g,0,g,,,,,,,46.7,mg,,,0.071,g,0.711,g,0.264,g,0.667,g,0.045,g,0.012,g,0.035,g,0.186,g,0.925,g,1.03,g,1.26,g,1.13,g,,,,,15.5,ug,13.5,mg,,,0.11,mg,0.05,mg,5,ug,5,ug,0.42,mg,,mg,23.8,ug,7.2,mg,28.5,mg,,,1,mg,,,267,mg,29,mg,347,mg,200,mg,60.1,ug,1.1,mg
803,"Breca, cruda","Pandora, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2871 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0062 Z0215,,,,,,,,,,,1.000000,BEDCA,0,g,315.8,kJ,1.59,g,15.4,g,82.6,g,1,g,0,g,,,,,,,48,mg,,,0.022,g,0.158,g,0.122,g,0.214,g,0.025,g,0.007,g,0.02,g,0.128,g,0.133,g,0.36,g,0.38,g,0.35,g,,,,,6,ug,7.8,mg,,,0.07,mg,0.07,mg,2.2,ug,2,ug,0.45,mg,0,mg,14,ug,2.6,mg,30,mg,,,0.4,mg,7,ug,316,mg,26,mg,141,mg,210,mg,28,ug,0.5,mg
804,"Caballa, al horno","Mackerel, baked",,A0267 A0460 A0634 A0717 A0727 A0747 A0804 B1571 C0268 E0131 F0014 G0005 H0151 H0200 H0212 H0341 H0367 J0003 K0003 M0182 N0042 P0024 R0212 R0497 Z0062 Z0109,,,,,,,,,,,1.000000,BEDCA,0,g,1036.23,kJ,20.3333,g,16.7,g,61,g,0,g,0,g,,,,,,,80,mg,,,,,,,,,,,,,,,,,,,,,8.2,g,5.2,g,4.9,g,,,,,5,ug,7,mg,,,0.4,mg,0.15,mg,50,ug,10,ug,0.5,mg,,mg,7.5,ug,1.6,mg,17,mg,,,1.3,mg,46.5,ug,380,mg,29,mg,90,mg,250,mg,31.9,ug,0.5,mg
805,"Caballa, enlatada en aceite, escurrida","Mackerel, canned in oil, drained",,A0267 A0460 A0634 A0667 A0717 A0727 A0802 B1571 C0125 E0152 F0014 G0001 H0200 H0227 H0263 H0367 J0123 K0040 M0175 M0204 N0042 P0024 R0212 R0497 Z0062 Z0112,,,,,,,,,,,1.000000,BEDCA,0,g,867.5,kJ,16.6,g,14.9,g,67.85,g,0,g,0,g,,,,,,,68,mg,,,,,,,,,,,,,,,,,,,,,6.25,g,4.25,g,3.7,g,,,,,9,ug,5.8,mg,,,0.21,mg,0.05,mg,52.25,ug,7.3,ug,0.2,mg,0.01,mg,4.65,ug,0.7,mg,17,mg,,,1.65,mg,46.5,ug,277.5,mg,25,mg,382,mg,113,mg,31.9,ug,1.6,mg
806,"Cabracho o rascacio, crudo","Red rockfish, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2900 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0495 Z0059 Z0112,,,,,,,,,,,0.990000,BEDCA,0,g,385.371,kJ,1.68571,g,19,g,79,g,0,g,0,g,,,,,,,35,mg,,,,,,,,,,,,,,,,,,,,,0.33,g,0.48,g,0.37,g,,,,,3.4,ug,0,mg,,,0.07,mg,0.04,mg,57,ug,0,ug,0,mg,0.01,mg,0,ug,0,mg,9,mg,,,0.4,mg,,,405,mg,26,mg,60,mg,178,mg,63,ug,0.1,mg
807,"Calamar, crudo","Squid, raw",,A0156 A0460 A0634 A0717 A0727 A0752 A0802 B1205 C0268 E0151 F0003 G0003 H0001 J0136 K0001 M0001 N0001 P0024 R0212 R0497 Z0056 Z0112,,,,,,,,,,,0.700000,BEDCA,0,g,299.095,kJ,1.47,g,14,g,79.75,g,1.09091,g,0,g,,,,,,,187.5,mg,,,0.04,g,0.3,g,0.07,g,0.09,g,0.01,g,0,g,0.02,g,0.17,g,0.37,g,0.18,g,0.66,g,0.46,g,,,,,5,ug,2.8,mg,,,0.16,mg,0.06,mg,15,ug,2.15,ug,0.375,mg,0,mg,,ug,1.2,mg,20.3333,mg,,,3.9,mg,,,316.333,mg,31.6667,mg,136.5,mg,158.5,mg,44.8,ug,2.1,mg
810,"Cangrejo, en conserva","Crayfish, canned",,A0267 A0460 A0634 A0717 A0727 A0750 A0801 B2686 C0268 E0152 F0014 G0001 H0001 J0123 K0011 M0001 N0023 P0024 R0212 R0497 Z0062 Z0112,,,,,,,,,,,1.000000,BEDCA,0,g,411.629,kJ,1.61429,g,19.7,g,79.37,g,1,g,0,g,,,,,,,100,mg,,,,,,,,,,,,,,,,,,,,,0.32,g,0.61,g,0.2,g,,,,,20,ug,1.5,mg,,,0.15,mg,0.04,mg,,ug,7,ug,0.3,mg,,mg,,ug,2.3,mg,97,mg,,,2,mg,106.3,ug,170,mg,38,mg,720,mg,200,mg,36.7,ug,5.5,mg
811,"Carpa, al horno","Carp, baked",,A0267 A0460 A0634 A0717 A0727 A0745 A0804 B1228 C0265 E0150 F0014 G0005 H0151 H0212 H0341 H0349 J0003 K0003 M0274 N0001 P0024 R0212 R0497 Z0062 Z0109,,,,,,,,,,,0.900000,BEDCA,0,g,621.657,kJ,7.42857,g,20.4,g,73.3,g,0,g,0,g,,,,,,,75,mg,,,,,,,,,,,,,,,,,,,,,2.5,g,1.5,g,1.2,g,,,,,5.8,ug,1.5,mg,,,0.05,mg,0.05,mg,44.0017,ug,1.5,ug,0.22,mg,0,mg,0.01,ug,0.63,mg,40,mg,,,1.3,mg,96.8,ug,337,mg,26,mg,55,mg,373,mg,16.2,ug,0.4,mg
812,"Carpa, cruda","Carp, raw",,A0267 A0460 A0634 A0717 A0727 A0745 A0802 B1228 C0173 E0150 F0003 G0003 H0003 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0062 Z0112,,,,,,,,,,,0.710000,BEDCA,0,g,484.9,kJ,4.95,g,17.75,g,76.7,g,0,g,0,g,,,,,,,66,mg,,,,,,,,,,,0.003,g,0.003,g,0.157,g,0.127,g,0.643,g,0.48,g,1.05,g,1.14,g,,,,,8,ug,2.2,mg,0.75,mg,0.06,mg,0.08,mg,44,ug,1.75,ug,0.17,mg,,mg,0.01,ug,0.565,mg,41,mg,0.06,mg,1.05,mg,1,ug,340,mg,33,mg,45,mg,277.5,mg,12.6,ug,1,mg
815,"Dorada, cruda","Gilt-head bream, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2388 C0243 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0062 Z0215,,,,,,,,,,,0.700000,BEDCA,0,g,326,kJ,7.22,g,17,g,82,g,0,g,0,g,,,,,,,67,mg,0.003,g,0.251,g,0.884,g,0.304,g,1.337,g,0.966,g,0.124,g,0.037,g,0.312,g,0.527,g,2.13,g,2.46,g,1.49,g,,,,,6,ug,5,mg,,,0.08,mg,0.06,mg,9,ug,2,ug,0.18,mg,,mg,14,ug,1.25,mg,30,mg,,,0.9,mg,7,ug,300,mg,25,mg,73,mg,180,mg,28,ug,0.5,mg
816,"Gamba quisquilla, congelada","Shrimp, frozen, raw",,A0267 A0460 A0634 A0717 A0727 A0771 A0801 B1237 C0173 E0131 F0003 G0003 H0001 J0136 K0001 M0001 N0001 P0024 R0212 R0497 Z0062 Z0112,,,,,,,,,,,1.000000,BEDCA,0,g,312.214,kJ,0.857143,g,16.5,g,81.2,g,,g,0,g,,,,,,,130,mg,,,,,,,,,,,,,,,,,,,,,0.2,g,0.3,g,0.1,g,,,,,14,ug,0.5,mg,,,0,mg,,mg,2,ug,3,ug,0.08,mg,,mg,,ug,2.85,mg,130,mg,,,2.6,mg,210,ug,75,mg,47,mg,380,mg,150,mg,21,ug,1.1,mg
817,"Gamba roja, cruda","Red shrimp, frozen, peeled, raw",,A0267 A0460 A0634 A0717 A0727 A0771 A0801 B2614 C0268 E0151 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024 R0212 R0497 Z0062 Z0112,,,,,,,,,,,0.470000,BEDCA,0,g,373.129,kJ,1.81429,g,18,g,78.67,g,0,g,0,g,,,,,,,185,mg,,,,,,,,,,,,,,,,,,,,,0.37,g,0.6,g,0.3,g,,,,,5,ug,1.5,mg,,,0.02,mg,0.02,mg,0.0117,ug,1.9,ug,0.06,mg,,mg,,ug,1.5,mg,115,mg,,,3.3,mg,210,ug,221,mg,69,mg,305,mg,215,mg,21,ug,1.1,mg
818,"Jurel, crudo","Horse mackerel, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1166 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0062 Z0112 Z0215,,,,,,,,,,,0.710000,BEDCA,0,g,467.8,kJ,1.97,g,15.4,g,78.3,g,0.8,g,0,g,,,,,,,55,mg,,,0.028,g,0.227,g,0.118,g,0.195,g,0.018,g,0.02,g,0.016,g,0.077,g,0.211,g,0.31,g,0.4,g,0.41,g,,,,,4,ug,9,mg,0.59,mg,0.3,mg,0.14,mg,36,ug,10,ug,0.16,mg,2.8,mg,16,ug,1.3,mg,17,mg,0.04,mg,1,mg,10,ug,420,mg,31,mg,39,mg,157,mg,36.5,ug,0.5,mg
820,"Lenguado, al horno","Sole, baked",,A0267 A0460 A0634 A0717 A0727 A0747 A0804 B1878 C0266 E0151 F0014 G0005 H0212 H0229 H0341 H0367 J0003 K0003 M0182 N0042 P0024 R0212 R0497 Z0056 Z0110,,,,,,,,,,,0.650000,BEDCA,0,g,307.414,kJ,0.957143,g,16,g,81.6,g,0,g,0,g,,,,,,,50,mg,,,,,,,,,,,,,,,,,,,,,0.2,g,0.32,g,0.15,g,,,,,7,ug,1.7,mg,,,0.08,mg,0.05,mg,0,ug,0.7,ug,0.2,mg,0,mg,0,ug,0.8,mg,25,mg,,,0.7,mg,16.6,ug,250,mg,29,mg,85,mg,175,mg,19.3,ug,0.6,mg
821,"Lija, cruda","Dogfish, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1911 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0062 Z0215,,,,,,,,,,,1.000000,BEDCA,0,g,565,kJ,7,g,18,g,75,g,0,g,0,g,,,,,,,63,mg,,,,,,,,,,,,,,,,,,,,,2.1,g,2.1,g,1.2,g,,,,,3,ug,6,mg,0.76,mg,0.29,mg,0.17,mg,190,ug,5,ug,0.37,mg,,mg,9.1,ug,1,mg,8,mg,0.05,mg,0.9,mg,260,ug,290,mg,21,mg,120,mg,230,mg,36.5,ug,0.4,mg
822,"Lucio, al horno","Pike, baked",,A0267 A0460 A0634 A0717 A0727 A0745 A0804 B1293 C0265 E0150 F0014 G0005 H0229 H0341 H0367 J0003 K0003 M0176 N0043 P0024 R0212 R0497 Z0062 Z0109,,,,,,,,,,,0.650000,BEDCA,0,g,397.743,kJ,0.871429,g,21.5,g,76.5,g,0,g,0,g,,,,,,,58,mg,,,,,,,,,,,,,,,,,,,,,0.2,g,0.26,g,0.15,g,,,,,2.9,ug,2.3,mg,,,0.07,mg,0.07,mg,8.00167,ug,0.1,ug,0.15,mg,0,mg,0.01,ug,0.11,mg,46,mg,,,0.9,mg,8,ug,290,mg,25,mg,56,mg,282,mg,5.42,ug,0.1,mg
823,"Mejillón, en conserva, al natural","Mussel, canned in brine",,A0267 A0460 A0634 A0667 A0717 A0727 A0801 B1223 C0173 E0150 F0014 G0001 H0148 H0367 J0123 K0017 M0204 M0292 N0042 P0024 R0212 R0497 Z0062 Z0112,,,,,,,,,,,1.000000,BEDCA,0,g,345.3,kJ,2.9,g,12,g,85.1,g,2,g,0,g,,,,,,,100,mg,,,,,,,,,,,,,,,,,,,,,0.49,g,0.71,g,0.46,g,,,,,27,ug,3,mg,,,0.14,mg,0.1,mg,,ug,10.2,ug,0.08,mg,,mg,,ug,1.2,mg,80,mg,,,4.5,mg,40,ug,320,mg,23,mg,290,mg,189,mg,57.2,ug,1.8,mg
824,"Mejillón, hervido","Mussel, boiled",,A0267 A0460 A0634 A0717 A0727 A0752 A0804 B1223 C0173 E0150 F0014 G0014 H0148 H0362 H0367 J0003 K0003 M0165 N0042 P0024 R0212 R0497 Z0062 Z0110,,,,,,,,,,,0.200000,BEDCA,0,g,467.641,kJ,2.7,g,18.45,g,72.9,g,3.18182,g,0,g,,,,,,,54,mg,,,,,,,,,,,,,,,,,,,,,0.4,g,1,g,0.5,g,,,,,32,ug,1.15,mg,,,0.245,mg,0.01,mg,84,ug,16.1,ug,0.07,mg,,mg,,ug,1.05,mg,76.5,mg,,,7.35,mg,140,ug,173,mg,53,mg,373,mg,212.5,mg,46,ug,2.3,mg
825,"Merluza, congelada, cruda","Hake, frozen, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1840 C0265 E0131 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024 R0212 R0497 Z0056 Z0112 Z0215,,,,,,,,,,,0.700000,BEDCA,0,g,353.424,kJ,1.8775,g,16.7033,g,82.0167,g,0,g,0,g,,,,,,,59.6,mg,,,,,,,,,,,,,,,,,,,,,0.518463,g,0.771913,g,0.427086,g,,,,,14.3,ug,3.2,mg,,,0.12,mg,0.05,mg,,ug,1,ug,0.16,mg,0,mg,,ug,0.42,mg,25.4,mg,,,0.77,mg,4,ug,270,mg,19.4,mg,100,mg,190,mg,42.6,ug,0.27,mg
826,"Mero, crudo","Grouper, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1496 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0056 Z0215,,,,,,,,,,,0.570000,BEDCA,0,g,366.8,kJ,1.2,g,19.4,g,79.6,g,0,g,0,g,,,,,,,37,mg,0.001,g,0.031,g,0.214,g,0.09,g,0.094,g,0.011,g,0.01,g,0.04,g,0.032,g,0.16,g,0.2,g,0.32,g,0.23,g,,,,,11,ug,2.3,mg,0.75,mg,0.14,mg,0.8,mg,,ug,2,ug,0.32,mg,,mg,,ug,0.8,mg,14,mg,0.02,mg,0.9,mg,7,ug,255,mg,20,mg,80,mg,210,mg,56.5,ug,0.5,mg
827,"Mújol, al horno","Thicklip grey mullet, baked",,A0267 A0460 A0634 A0717 A0727 A0747 A0804 B1783 C0268 E0131 F0014 G0005 H0212 H0229 H0341 H0367 J0003 K0003 M0182 N0042 P0024 R0212 R0497 Z0062 Z0109,,,,,,,,,,,0.520000,BEDCA,0,g,618.229,kJ,5.31429,g,24.8,g,70.3,g,0,g,0,g,,,,,,,63,mg,,,,,,,,,,,,,,,,,,,,,1.4,g,0.92,g,1.4,g,,,,,5,ug,0.1,mg,,,,mg,,mg,0.0117,ug,,ug,0.5,mg,,mg,,ug,,mg,30,mg,,,1.4,mg,330,ug,458,mg,30,mg,70,mg,240,mg,46.8,ug,0.6,mg
828,"Mújol, crudo","Thicklip grey mullet, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0801 B1783 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0062 Z0112 Z0215,,,,,,,,,,,0.490000,BEDCA,0,g,533.8,kJ,6.8,g,15.8,g,76.6,g,0.8,g,0,g,,,,,,,34,mg,,,0.051,g,0.389,g,0.13,g,0.24,g,0.019,g,0.007,g,,,0.118,g,0.1,g,1.4,g,2.4,g,2.3,g,,,,,9,ug,5.7,mg,0.76,mg,0.21,mg,0.08,mg,27,ug,0.22,ug,0.42,mg,1.2,mg,,ug,1,mg,38,mg,0.05,mg,1.2,mg,330,ug,290,mg,26,mg,80,mg,217,mg,36.5,ug,0.8,mg
829,"Ostra, cruda","Oyster, raw",,A0267 A0460 A0634 A0717 A0727 A0752 A0801 B1224 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0061 Z0112,,,,,,,,,,,0.150000,BEDCA,0,g,267.155,kJ,2.21,g,8.145,g,84.12,g,2.76,g,0,g,,,,,1.05,g,53.5,mg,,,0.015,g,0.079,g,0.048,g,0.088,g,0.016,g,0.007,g,0.014,g,0.12,g,0.159,g,0.310174,g,0.875679,g,0.37391,g,,,,,8,ug,1.85,mg,0.18,mg,0.195,mg,0.14,mg,75,ug,16.75,ug,0.135,mg,,mg,3,ug,0.85,mg,116,mg,4.45,mg,6,mg,20,ug,240,mg,43,mg,395,mg,187.5,mg,63.7,ug,59.2,mg
830,"Palometa, cruda","Derbio, frozen, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2490 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0061 Z0112,,,,,,,,,,,0.600000,BEDCA,0,g,525,kJ,1.8,g,20,g,75,g,,g,0,g,,,,,,,79,mg,0.002,g,0.087,g,0.412,g,0.184,g,0.25,g,0.001,g,0.002,g,0.038,g,0.035,g,0.331,g,0.4,g,0.43,g,0.79,g,,,,,1.2,ug,9,mg,,,0.08,mg,0.05,mg,36,ug,10,ug,0.63,mg,,mg,16,ug,2.6,mg,25,mg,,,0.7,mg,48,ug,430,mg,28,mg,110,mg,250,mg,45,ug,0.5,mg
831,"Perca, al horno","Perch, baked",,A0267 A0460 A0634 A0717 A0727 A0745 A0804 B1557 C0265 E0150 F0014 G0005 H0212 H0229 H0341 H0367 J0003 K0003 M0182 N0042 P0024 R0212 R0497 Z0061 Z0109,,,,,,,,,,,0.610000,BEDCA,0,g,407.9,kJ,1.1,g,21.6,g,77.4,g,0,g,0,g,,,,,,,93,mg,,,,,,,,,,,,,,,,,,,,,0.17,g,0.4,g,0.2,g,,,,,3,ug,0.01,mg,,,0.12,mg,0.06,mg,3.00167,ug,0.01,ug,0.01,mg,0,mg,0.01,ug,0.01,mg,60,mg,,,1.1,mg,18,ug,290,mg,32,mg,73,mg,227,mg,16.1,ug,0.3,mg
832,"Perca, cruda","Perch, raw",,A0267 A0460 A0634 A0717 A0727 A0745 A0802 B1557 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0061 Z0215,,,,,,,,,,,1.000000,BEDCA,0,g,375.4,kJ,1.6,g,18.6,g,79.8,g,0,g,0,g,,,,,,,42,mg,,,,,,,,,,,,,,,,,,,,,0.63,g,0.43,g,0.24,g,,,,,9,ug,1.74,mg,0.36,mg,0.11,mg,0.11,mg,7,ug,1,ug,0.23,mg,0.8,mg,8,ug,1.25,mg,20,mg,0.03,mg,0.3,mg,18,ug,330,mg,20,mg,47,mg,198,mg,43.3,ug,0.48,mg
834,"Pescadilla, rebozada en harina, frita","Whiting, coated in batter, fried",,A0267 A0460 A0634 A0717 A0727 A0747 A0804 B1840 C0265 E0152 F0014 G0029 H0186 H0319 H0341 H0367 J0003 K0003 M0151 N0041 P0024 R0212 R0497 Z0056 Z0109,,,,,,,,,,,0.850000,BEDCA,0,g,739.271,kJ,10.2857,g,18.1,g,67,g,3,g,0.1,g,,,,,,,110,mg,,,,,,,,,,,,,,,,,,,,,3,g,2.7,g,1.5,g,,,,,13,ug,1.9,mg,,,0.06,mg,0.07,mg,,ug,1,ug,0.22,mg,0,mg,,ug,0.4,mg,48,mg,,,0.7,mg,10,ug,320,mg,33,mg,130,mg,260,mg,15,ug,0.38,mg
835,"Pez espada, crudo","Swordfish, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1427 C0267 E0122 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0062 Z0112,,,,,,,,,,,0.940000,BEDCA,0,g,461.4,kJ,4.2,g,18,g,75.1,g,0,g,0,g,,,,,,,40,mg,,,,,,,,,,,0.043,g,0.058,g,0.13,g,0.288,g,1.656,g,1.77938,g,1.0048,g,0.947936,g,,,,,2,ug,9,mg,0.41,mg,0.135,mg,0.105,mg,40,ug,4,ug,0.465,mg,,mg,7.2,ug,1,mg,7.5,mg,0.13,mg,0.65,mg,2,ug,346,mg,27,mg,116,mg,261,mg,48.1,ug,0.7,mg
836,"Platija, al vapor","Wide-eyed flounder, steamed",,A0267 A0460 A0634 A0717 A0727 A0747 A0804 B1861 C0267 E0131 F0014 G0021 G0022 H0148 H0212 H0229 H0341 H0367 J0003 K0017 M0151 N0041 P0024 R0212 R0497 Z0061 Z0109,,,,,,,,,,,0.800000,BEDCA,0,g,424.644,kJ,2.74714,g,19,g,78,g,0,g,0,g,,,,,,,80,mg,,,,,,,,,,,,,,,,,,,,,1.1538,g,0.3846,g,0.3846,g,,,,,11,ug,3.2,mg,,,0.15,mg,0.3,mg,,ug,2,ug,0.5,mg,0,mg,,ug,0.4,mg,35,mg,,,0.6,mg,22.7,ug,250,mg,20,mg,100,mg,250,mg,27.3,ug,0.4,mg
837,"Platija, cruda","Wide-eyed flounder, raw",,A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1861 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0061 Z0215,,,,,,,,,,,1.000000,BEDCA,0,g,344.837,kJ,1.23,g,17.6075,g,81.2,g,0,g,0,g,,,,,,,48,mg,,,0.003,g,0.081,g,0.048,g,0.039,g,0.003,g,0.001,g,0.005,g,0.037,g,0.126,g,0.133389,g,0.434573,g,0.288303,g,,,,,11,ug,6.3,mg,0.8,mg,0.21,mg,0.14,mg,,ug,1,ug,0.25,mg,,mg,,ug,0.36,mg,27,mg,,,0.4,mg,28,ug,300,mg,23,mg,92,mg,190,mg,36,ug,0.5,mg
838,"Rape, a la parrilla","Monkfish, grilled",,A0267 A0460 A0634 A0717 A0727 A0747 A0804 B2401 C0268 E0152 F0014 G0006 H0151 H0212 H0341 H0367 J0003 K0003 M0001 N0041 P0024 R0212 R0497 Z0056 Z0110,,,,,,,,,,,0.730000,BEDCA,0,g,396.2,kJ,0.6,g,22,g,75.8,g,0,g,0,g,,,,,,,29,mg,,,,,,,,,,,,,,,,,,,,,0.1,g,0.2,g,0.1,g,,,,,8,ug,2,mg,,,0.08,mg,0.04,mg,,ug,1.04,ug,0.3,mg,,mg,,ug,0.4,mg,12,mg,,,0.5,mg,,,388,mg,30,mg,88,mg,480,mg,36.5,ug,0.6,mg
839,"Salema, cruda","Salema, raw",,A0267 A0460 A0634 A0717 A0727 A0749 A0802 B1581 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0061 Z0215,,,,,,,,,,,1.000000,BEDCA,0,g,431.6,kJ,0.95,g,12.7,g,77.2,g,7.9,g,0,g,,,,,,,67,mg,,,0.039,g,0.25,g,0.072,g,0.111,g,0.016,g,0.001,g,0.088,g,0.087,g,0.066,g,0.16,g,0.27,g,0.45,g,,,,,6,ug,7.8,mg,,,0.07,mg,0.07,mg,2.2,ug,2,ug,0.45,mg,0,mg,14,ug,2.6,mg,694,mg,,,0.4,mg,7,ug,280,mg,26,mg,177,mg,,,28,ug,0.5,mg
